;,2025 Energy Code: Long-term System Cost (LSC) NEM3 Hourly Factors,,,,,,,,,,,,,,,
;,Source:,,E3 via CEC  ~4/5/23:  PV_Export_Factors_20221209.xlsx,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,Last modified:,,05/16/23 - SAC - converted into look-up table for CBECC(-Res) rulesets,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,
;,Electricity TDV (CZ1; 30-yr PV$/kWh),Electricity TDV (CZ2; 30-yr PV$/kWh),Electricity TDV (CZ3; 30-yr PV$/kWh),Electricity TDV (CZ4; 30-yr PV$/kWh),Electricity TDV (CZ5; 30-yr PV$/kWh),Electricity TDV (CZ6; 30-yr PV$/kWh),Electricity TDV (CZ7; 30-yr PV$/kWh),Electricity TDV (CZ8; 30-yr PV$/kWh),Electricity TDV (CZ9; 30-yr PV$/kWh),Electricity TDV (CZ10; 30-yr PV$/kWh),Electricity TDV (CZ11; 30-yr PV$/kWh),Electricity TDV (CZ12; 30-yr PV$/kWh),Electricity TDV (CZ13; 30-yr PV$/kWh),Electricity TDV (CZ14; 30-yr PV$/kWh),Electricity TDV (CZ15; 30-yr PV$/kWh),Electricity TDV (CZ16; 30-yr PV$/kWh)
; MoDaHr,,,,,,,,,,,,,,,,
; CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
10508,5.056061063,5.056061063,5.056061063,5.056061063,5.056061063,4.62046977,4.62046977,4.62046977,4.62046977,4.62046977,5.056061063,5.056061063,5.056061063,4.62046977,4.62046977,4.62046977
10509,3.979660078,3.979660078,3.979660078,3.979660078,3.979660078,2.765281142,2.765281142,2.765281142,2.765281142,2.765281142,3.979660078,3.979660078,3.979660078,2.765281142,2.765281142,2.765281142
10510,2.384170836,2.384170836,2.384170836,2.384170836,2.384170836,2.052650584,2.052650584,2.052650584,2.052650584,2.052650584,2.384170836,2.384170836,2.384170836,2.052650584,2.052650584,2.052650584
10511,2.352903512,2.352903512,2.352903512,2.352903512,2.352903512,2.047151855,2.047151855,2.047151855,2.047151855,2.047151855,2.352903512,2.352903512,2.352903512,2.047151855,2.047151855,2.047151855
10512,2.283116942,2.283116942,2.283116942,2.283116942,2.283116942,2.046865538,2.046865538,2.046865538,2.046865538,2.046865538,2.283116942,2.283116942,2.283116942,2.046865538,2.046865538,2.046865538
10513,2.275658091,2.275658091,2.275658091,2.275658091,2.275658091,2.044444691,2.044444691,2.044444691,2.044444691,2.044444691,2.275658091,2.275658091,2.275658091,2.044444691,2.044444691,2.044444691
10514,2.258595924,2.258595924,2.258595924,2.258595924,2.258595924,2.039192151,2.039192151,2.039192151,2.039192151,2.039192151,2.258595924,2.258595924,2.258595924,2.039192151,2.039192151,2.039192151
10515,2.249745804,2.249745804,2.249745804,2.249745804,2.249745804,2.040499713,2.040499713,2.040499713,2.040499713,2.040499713,2.249745804,2.249745804,2.249745804,2.040499713,2.040499713,2.040499713
10516,2.297257246,2.297257246,2.297257246,2.297257246,2.297257246,2.05454823,2.05454823,2.05454823,2.05454823,2.05454823,2.297257246,2.297257246,2.297257246,2.05454823,2.05454823,2.05454823
10517,2.520380811,2.520380811,2.520380811,2.520380811,2.520380811,2.419598154,2.419598154,2.419598154,2.419598154,2.419598154,2.520380811,2.520380811,2.520380811,2.419598154,2.419598154,2.419598154
10518,3.311093106,3.311093106,3.311093106,3.311093106,4.436304058,3.075545909,3.075545909,3.075545909,3.075545909,3.075545909,3.311093106,3.311093106,3.311093106,3.075545909,3.075545909,3.075545909
10519,3.479211236,9.380095381,16.70956777,6.689014158,8.944894837,3.234671247,3.234671247,3.234671247,3.234671247,3.234671247,3.479211236,3.479211236,3.479211236,3.234671247,3.234671247,3.234671247
10520,3.964548356,5.948683141,10.50457414,6.107072694,8.565226127,3.735677343,3.735677343,3.735677343,3.735677343,3.735677343,3.964548356,3.964548356,3.964548356,3.735677343,3.735677343,3.735677343
10521,4.046321535,4.046321535,10.25918013,4.046321535,4.862655481,3.795125508,3.795125508,3.795125508,3.795125508,3.795125508,4.046321535,4.046321535,4.046321535,3.795125508,3.795125508,3.795125508
10522,5.085457392,5.085457392,5.085457392,5.085457392,5.085457392,4.728697421,4.728697421,4.728697421,4.728697421,4.728697421,5.085457392,5.085457392,5.085457392,4.728697421,4.728697421,4.728697421
10523,5.708478687,5.708478687,5.708478687,5.708478687,5.708478687,5.332536858,5.332536858,5.332536858,5.332536858,5.332536858,5.708478687,5.708478687,5.708478687,5.332536858,5.332536858,5.332536858
10524,7.057728687,7.057728687,7.057728687,7.057728687,7.057728687,6.675884404,6.675884404,6.675884404,6.675884404,6.675884404,7.057728687,7.057728687,7.057728687,6.675884404,6.675884404,6.675884404
10601,7.150059844,7.150059844,7.150059844,7.150059844,7.150059844,6.603953047,6.603953047,6.603953047,6.603953047,6.603953047,7.150059844,7.150059844,7.150059844,6.603953047,6.603953047,6.603953047
10602,5.750168343,5.750168343,5.750168343,5.750168343,5.750168343,5.207002706,5.207002706,5.207002706,5.207002706,5.207002706,5.750168343,5.750168343,5.750168343,5.207002706,5.207002706,5.207002706
10603,3.734039209,3.734039209,3.734039209,3.734039209,3.734039209,3.203246321,3.203246321,3.203246321,3.203246321,3.203246321,3.734039209,3.734039209,3.734039209,3.203246321,3.203246321,3.203246321
10604,3.171333043,3.171333043,3.171333043,3.171333043,3.171333043,2.644828376,2.644828376,2.644828376,2.644828376,2.644828376,3.171333043,3.171333043,3.171333043,2.644828376,2.644828376,2.644828376
10605,3.006619206,3.006619206,3.006619206,3.006619206,3.006619206,2.482637581,2.482637581,2.482637581,2.482637581,2.482637581,3.006619206,3.006619206,3.006619206,2.482637581,2.482637581,2.482637581
10606,2.971522232,2.971522232,2.971522232,2.971522232,2.971522232,2.449277469,2.449277469,2.449277469,2.449277469,2.449277469,2.971522232,2.971522232,2.971522232,2.449277469,2.449277469,2.449277469
10607,3.237733661,3.237733661,3.237733661,3.237733661,3.237733661,2.720330861,2.720330861,2.720330861,2.720330861,2.720330861,3.237733661,3.237733661,3.237733661,2.720330861,2.720330861,2.720330861
10608,3.233717491,3.233717491,3.233717491,3.233717491,3.233717491,2.699460462,2.699460462,2.699460462,2.699460462,2.699460462,3.233717491,3.233717491,3.233717491,2.699460462,2.699460462,2.699460462
10609,2.372532891,2.372532891,2.372532891,2.372532891,2.372532891,1.985829567,1.985829567,1.985829567,1.985829567,1.985829567,2.372532891,2.372532891,2.372532891,1.985829567,1.985829567,1.985829567
10610,2.295671067,2.295671067,2.295671067,2.295671067,2.295671067,1.964727841,1.964727841,1.964727841,1.964727841,1.964727841,2.295671067,2.295671067,2.295671067,1.964727841,1.964727841,1.964727841
10611,2.293530649,2.293530649,2.293530649,2.293530649,2.293530649,1.969935586,1.969935586,1.969935586,1.969935586,1.969935586,2.293530649,2.293530649,2.293530649,1.969935586,1.969935586,1.969935586
10612,2.294893747,2.294893747,2.294893747,2.294893747,2.294893747,1.963008827,1.963008827,1.963008827,1.963008827,1.963008827,2.294893747,2.294893747,2.294893747,1.963008827,1.963008827,1.963008827
10613,2.29402428,2.29402428,2.29402428,2.29402428,2.29402428,1.971668805,1.971668805,1.971668805,1.971668805,1.971668805,2.29402428,2.29402428,2.29402428,1.971668805,1.971668805,1.971668805
10614,2.293931053,2.293931053,2.293931053,2.293931053,2.293931053,1.969824637,1.969824637,1.969824637,1.969824637,1.969824637,2.293931053,2.293931053,2.293931053,1.969824637,1.969824637,1.969824637
10615,2.290888622,2.290888622,2.290888622,2.290888622,2.290888622,1.9656084,1.9656084,1.9656084,1.9656084,1.9656084,2.290888622,2.290888622,2.290888622,1.9656084,1.9656084,1.9656084
10616,2.307115673,2.307115673,2.307115673,2.307115673,2.307115673,2.028149731,2.028149731,2.028149731,2.028149731,2.028149731,2.307115673,2.307115673,2.307115673,2.028149731,2.028149731,2.028149731
10617,2.479859423,2.479859423,2.479859423,2.479859423,2.479859423,2.282773926,2.282773926,2.282773926,2.282773926,2.282773926,2.479859423,2.479859423,2.479859423,2.282773926,2.282773926,2.282773926
10618,13.0850942,2.927509572,3.311294907,2.927509572,2.927509572,2.368015585,5.218466899,2.368015585,2.368015585,2.368015585,2.927509572,2.927509572,2.927509572,2.368015585,2.368015585,2.368015585
10619,26.17059538,9.413592411,17.78756184,2.931188342,2.931188342,7.511707346,8.608890133,2.368485179,2.368485179,2.368485179,2.931188342,2.931188342,2.931188342,2.368485179,2.368485179,2.368485179
10620,27.87735492,6.41408643,16.27244265,2.928876665,2.928876665,2.667456464,2.36694606,2.36694606,2.36694606,2.36694606,2.928876665,2.928876665,2.928876665,2.36694606,2.36694606,2.36694606
10621,18.46147572,2.922866114,12.84892902,2.922866114,2.922866114,2.366242416,2.366242416,2.366242416,2.366242416,2.366242416,2.922866114,2.922866114,2.922866114,2.366242416,2.366242416,2.366242416
10622,6.680218116,2.941384721,5.182081431,2.941384721,2.941384721,2.369792335,2.369792335,2.369792335,2.369792335,2.369792335,2.941384721,2.941384721,2.941384721,2.369792335,2.369792335,2.369792335
10623,2.931404151,2.931404151,2.931404151,2.931404151,2.931404151,2.368344305,2.368344305,2.368344305,2.368344305,2.368344305,2.931404151,2.931404151,2.931404151,2.368344305,2.368344305,2.368344305
10624,2.928847871,2.928847871,2.928847871,2.928847871,2.928847871,2.367880616,2.367880616,2.367880616,2.367880616,2.367880616,2.928847871,2.928847871,2.928847871,2.367880616,2.367880616,2.367880616
10701,2.612287253,2.612287253,2.612287253,2.612287253,2.612287253,2.493803517,2.493803517,2.493803517,2.493803517,2.493803517,2.612287253,2.612287253,2.612287253,2.493803517,2.493803517,2.493803517
10702,2.610809553,2.610809553,2.610809553,2.610809553,2.610809553,2.487929266,2.487929266,2.487929266,2.487929266,2.487929266,2.610809553,2.610809553,2.610809553,2.487929266,2.487929266,2.487929266
10703,2.596137619,2.596137619,2.596137619,2.596137619,2.596137619,2.484218484,2.484218484,2.484218484,2.484218484,2.484218484,2.596137619,2.596137619,2.596137619,2.484218484,2.484218484,2.484218484
10704,2.595368707,2.595368707,2.595368707,2.595368707,2.595368707,2.480968214,2.480968214,2.480968214,2.480968214,2.480968214,2.595368707,2.595368707,2.595368707,2.480968214,2.480968214,2.480968214
10705,2.590099772,2.590099772,2.590099772,2.590099772,2.590099772,2.469753334,2.469753334,2.469753334,2.469753334,2.469753334,2.590099772,2.590099772,2.590099772,2.469753334,2.469753334,2.469753334
10706,2.587514157,2.587514157,2.587514157,2.587514157,2.587514157,2.467660719,2.467660719,2.467660719,2.467660719,2.467660719,2.587514157,2.587514157,2.587514157,2.467660719,2.467660719,2.467660719
10707,2.585214617,2.585214617,2.585214617,2.585214617,2.585214617,2.468925861,2.468925861,2.468925861,2.468925861,2.468925861,2.585214617,2.585214617,2.585214617,2.468925861,2.468925861,2.468925861
10708,2.586522347,2.586522347,2.586522347,2.586522347,2.586522347,2.464531767,2.464531767,2.464531767,2.464531767,2.464531767,2.586522347,2.586522347,2.586522347,2.464531767,2.464531767,2.464531767
10709,2.589492148,2.589492148,2.589492148,2.589492148,2.589492148,2.073244151,2.073244151,2.073244151,2.073244151,2.073244151,2.589492148,2.589492148,2.589492148,2.073244151,2.073244151,2.073244151
10710,2.381933877,2.381933877,2.381933877,2.381933877,2.381933877,2.040391878,2.040391878,2.040391878,2.040391878,2.040391878,2.381933877,2.381933877,2.381933877,2.040391878,2.040391878,2.040391878
10711,2.3436771,2.3436771,2.3436771,2.3436771,2.3436771,2.041874671,2.041874671,2.041874671,2.041874671,2.041874671,2.3436771,2.3436771,2.3436771,2.041874671,2.041874671,2.041874671
10712,2.29553512,2.29553512,2.29553512,2.29553512,2.29553512,2.044883391,2.044883391,2.044883391,2.044883391,2.044883391,2.29553512,2.29553512,2.29553512,2.044883391,2.044883391,2.044883391
10713,2.287418149,2.287418149,2.287418149,2.287418149,2.287418149,2.044196227,2.044196227,2.044196227,2.044196227,2.044196227,2.287418149,2.287418149,2.287418149,2.044196227,2.044196227,2.044196227
10714,2.290688232,2.290688232,2.290688232,2.290688232,2.290688232,2.042783632,2.042783632,2.042783632,2.042783632,2.042783632,2.290688232,2.290688232,2.290688232,2.042783632,2.042783632,2.042783632
10715,2.292083814,2.292083814,2.292083814,2.292083814,2.292083814,2.041622257,2.041622257,2.041622257,2.041622257,2.041622257,2.292083814,2.292083814,2.292083814,2.041622257,2.041622257,2.041622257
10716,2.293241939,2.293241939,2.293241939,2.293241939,2.293241939,2.060799902,2.060799902,2.060799902,2.060799902,2.060799902,2.293241939,2.293241939,2.293241939,2.060799902,2.060799902,2.060799902
10717,2.441120879,2.441120879,2.441120879,2.441120879,2.441120879,2.301528372,2.301528372,2.301528372,2.301528372,2.301528372,2.441120879,2.441120879,2.441120879,2.301528372,2.301528372,2.301528372
10718,9.672047928,15.08707646,3.279955472,2.599421497,2.599421497,2.488837864,21.63336057,2.488837864,2.488837864,2.488837864,2.599421497,2.599421497,2.599421497,2.488837864,2.488837864,2.488837864
10719,19.45506831,19.16238002,17.78780109,3.217505846,2.605297207,2.492020357,17.44064209,2.492020357,2.492020357,2.492020357,2.605297207,2.605297207,2.605297207,2.492020357,2.492020357,2.492020357
10720,21.37753805,10.58233621,16.18182963,2.606675276,2.606675276,2.489842784,2.811189504,2.489842784,2.489842784,2.489842784,2.606675276,2.606675276,2.606675276,2.489842784,2.489842784,2.489842784
10721,14.94017737,2.966944458,12.33875582,2.605253099,2.605253099,3.162907607,2.482719865,2.482719865,2.482719865,2.482719865,2.605253099,2.605253099,2.605253099,2.482719865,2.482719865,2.482719865
10722,4.988688975,2.616882445,4.683883737,2.616882445,2.616882445,2.484674661,2.484674661,2.484674661,2.484674661,2.484674661,2.616882445,2.616882445,2.616882445,2.484674661,2.484674661,2.484674661
10723,2.615426036,2.615426036,2.615426036,2.615426036,2.615426036,2.479960685,2.479960685,2.479960685,2.479960685,2.479960685,2.615426036,2.615426036,2.615426036,2.479960685,2.479960685,2.479960685
10724,2.614217313,2.614217313,2.614217313,2.614217313,2.614217313,2.479058725,2.479058725,2.479058725,2.479058725,2.479058725,2.614217313,2.614217313,2.614217313,2.479058725,2.479058725,2.479058725
10801,2.499227381,2.499227381,2.499227381,2.499227381,2.499227381,2.376348198,2.376348198,2.376348198,2.376348198,2.376348198,2.499227381,2.499227381,2.499227381,2.376348198,2.376348198,2.376348198
10802,2.485428481,2.485428481,2.485428481,2.485428481,2.485428481,2.37187985,2.37187985,2.37187985,2.37187985,2.37187985,2.485428481,2.485428481,2.485428481,2.37187985,2.37187985,2.37187985
10803,2.483308503,2.483308503,2.483308503,2.483308503,2.483308503,2.359500878,2.359500878,2.359500878,2.359500878,2.359500878,2.483308503,2.483308503,2.483308503,2.359500878,2.359500878,2.359500878
10804,2.481850191,2.481850191,2.481850191,2.481850191,2.481850191,2.355633541,2.355633541,2.355633541,2.355633541,2.355633541,2.481850191,2.481850191,2.481850191,2.355633541,2.355633541,2.355633541
10805,2.478673454,2.478673454,2.478673454,2.478673454,2.478673454,2.354994912,2.354994912,2.354994912,2.354994912,2.354994912,2.478673454,2.478673454,2.478673454,2.354994912,2.354994912,2.354994912
10806,2.479819958,2.479819958,2.479819958,2.479819958,2.479819958,2.352848183,2.352848183,2.352848183,2.352848183,2.352848183,2.479819958,2.479819958,2.479819958,2.352848183,2.352848183,2.352848183
10807,2.486952263,2.486952263,2.486952263,2.486952263,2.486952263,2.35732601,2.35732601,2.35732601,2.35732601,2.35732601,2.486952263,2.486952263,2.486952263,2.35732601,2.35732601,2.35732601
10808,2.488118171,2.488118171,2.488118171,2.488118171,2.488118171,2.351697363,2.351697363,2.351697363,2.351697363,2.351697363,2.488118171,2.488118171,2.488118171,2.351697363,2.351697363,2.351697363
10809,2.489850174,2.489850174,2.489850174,2.489850174,2.489850174,2.085714394,2.085714394,2.085714394,2.085714394,2.085714394,2.489850174,2.489850174,2.489850174,2.085714394,2.085714394,2.085714394
10810,2.485163385,2.485163385,2.485163385,2.485163385,2.485163385,2.077316656,2.077316656,2.077316656,2.077316656,2.077316656,2.485163385,2.485163385,2.485163385,2.077316656,2.077316656,2.077316656
10811,2.465573171,2.465573171,2.465573171,2.465573171,2.465573171,2.080833681,2.080833681,2.080833681,2.080833681,2.080833681,2.465573171,2.465573171,2.465573171,2.080833681,2.080833681,2.080833681
10812,2.296838672,2.296838672,2.296838672,2.296838672,2.296838672,2.059520705,2.059520705,2.059520705,2.059520705,2.059520705,2.296838672,2.296838672,2.296838672,2.059520705,2.059520705,2.059520705
10813,2.285211417,2.285211417,2.285211417,2.285211417,2.285211417,2.05723345,2.05723345,2.05723345,2.05723345,2.05723345,2.285211417,2.285211417,2.285211417,2.05723345,2.05723345,2.05723345
10814,2.240468242,2.240468242,2.240468242,2.240468242,2.240468242,2.048502238,2.048502238,2.048502238,2.048502238,2.048502238,2.240468242,2.240468242,2.240468242,2.048502238,2.048502238,2.048502238
10815,2.249136591,2.249136591,2.249136591,2.249136591,2.249136591,2.059374744,2.059374744,2.059374744,2.059374744,2.059374744,2.249136591,2.249136591,2.249136591,2.059374744,2.059374744,2.059374744
10816,2.292753877,2.292753877,2.292753877,2.292753877,2.292753877,2.072516877,2.072516877,2.072516877,2.072516877,2.072516877,2.292753877,2.292753877,2.292753877,2.072516877,2.072516877,2.072516877
10817,2.401710999,2.401710999,2.401710999,2.401710999,2.401710999,2.261868532,2.261868532,2.261868532,2.261868532,2.261868532,2.401710999,2.401710999,2.401710999,2.261868532,2.261868532,2.261868532
10818,2.483379254,4.464486119,2.483379254,2.483379254,2.483379254,2.362367869,2.362367869,2.362367869,2.362367869,2.362367869,2.483379254,2.483379254,2.483379254,2.362367869,2.362367869,2.362367869
10819,2.483483091,2.483483091,10.65351869,2.882863747,2.483483091,2.36419699,2.36419699,2.36419699,2.36419699,2.36419699,2.483483091,2.483483091,2.483483091,2.36419699,2.36419699,2.875619424
10820,2.482766758,2.482766758,4.970042114,3.120566846,2.482766758,2.361295719,2.361295719,2.361295719,2.361295719,2.361295719,2.482766758,2.482766758,2.482766758,2.361295719,2.361295719,3.700614722
10821,2.482472202,2.482472202,2.482472202,2.482472202,2.482472202,2.361902197,2.361902197,2.361902197,2.361902197,2.361902197,2.482472202,2.482472202,2.482472202,2.361902197,2.361902197,2.63941197
10822,2.493802091,2.493802091,2.493802091,2.493802091,2.493802091,2.374902557,2.374902557,2.374902557,2.374902557,2.374902557,2.493802091,2.493802091,2.493802091,2.374902557,2.374902557,2.374902557
10823,2.493729692,2.493729692,2.493729692,2.493729692,2.493729692,2.37438094,2.37438094,2.37438094,2.37438094,2.37438094,2.493729692,2.493729692,2.493729692,2.37438094,2.37438094,2.37438094
10824,2.493187674,2.493187674,2.493187674,2.493187674,2.493187674,2.374837427,2.374837427,2.374837427,2.374837427,2.374837427,2.493187674,2.493187674,2.493187674,2.374837427,2.374837427,2.374837427
10901,3.484231582,3.484231582,3.484231582,3.484231582,3.484231582,3.453977597,3.453977597,3.453977597,3.453977597,3.453977597,3.484231582,3.484231582,3.484231582,3.453977597,3.453977597,3.453977597
10902,3.459647447,3.459647447,3.459647447,3.459647447,3.459647447,3.415146333,3.415146333,3.415146333,3.415146333,3.415146333,3.459647447,3.459647447,3.459647447,3.415146333,3.415146333,3.415146333
10903,3.385496668,3.385496668,3.385496668,3.385496668,3.385496668,3.284829312,3.284829312,3.284829312,3.284829312,3.284829312,3.385496668,3.385496668,3.385496668,3.284829312,3.284829312,3.284829312
10904,3.23327081,3.23327081,3.23327081,3.23327081,3.23327081,3.176129268,3.176129268,3.176129268,3.176129268,3.176129268,3.23327081,3.23327081,3.23327081,3.176129268,3.176129268,3.176129268
10905,2.809761761,2.809761761,2.809761761,2.809761761,2.809761761,2.72917098,2.72917098,2.72917098,2.72917098,2.72917098,2.809761761,2.809761761,2.809761761,2.72917098,2.72917098,2.72917098
10906,2.830406999,2.830406999,2.830406999,2.830406999,2.830406999,2.774608132,2.774608132,2.774608132,2.774608132,2.774608132,2.830406999,2.830406999,2.830406999,2.774608132,2.774608132,2.774608132
10907,3.406442996,3.406442996,3.406442996,3.406442996,3.406442996,3.328842788,3.328842788,3.328842788,3.328842788,3.328842788,3.406442996,3.406442996,3.406442996,3.328842788,3.328842788,3.328842788
10908,3.50347796,3.50347796,3.50347796,3.50347796,3.50347796,2.986143301,2.986143301,2.986143301,2.986143301,2.986143301,3.50347796,3.50347796,3.50347796,2.986143301,2.986143301,2.986143301
10909,2.841348667,2.841348667,2.841348667,2.841348667,2.841348667,2.115661649,2.115661649,2.115661649,2.115661649,2.115661649,2.841348667,2.841348667,2.841348667,2.115661649,2.115661649,2.115661649
10910,2.362731917,2.362731917,2.362731917,2.362731917,2.362731917,2.124476617,2.124476617,2.124476617,2.124476617,2.124476617,2.362731917,2.362731917,2.362731917,2.124476617,2.124476617,2.124476617
10911,2.406881947,2.406881947,2.406881947,2.406881947,2.406881947,2.131885634,2.131885634,2.131885634,2.131885634,2.131885634,2.406881947,2.406881947,2.406881947,2.131885634,2.131885634,2.131885634
10912,2.334850287,2.334850287,2.334850287,2.334850287,2.334850287,2.117912911,2.117912911,2.117912911,2.117912911,2.117912911,2.334850287,2.334850287,2.334850287,2.117912911,2.117912911,2.117912911
10913,2.339083266,2.339083266,2.339083266,2.339083266,2.339083266,2.124087231,2.124087231,2.124087231,2.124087231,2.124087231,2.339083266,2.339083266,2.339083266,2.124087231,2.124087231,2.124087231
10914,2.324465894,2.324465894,2.324465894,2.324465894,2.324465894,2.118442826,2.118442826,2.118442826,2.118442826,2.118442826,2.324465894,2.324465894,2.324465894,2.118442826,2.118442826,2.118442826
10915,2.268745364,2.268745364,2.268745364,2.268745364,2.268745364,2.124073696,2.124073696,2.124073696,2.124073696,2.124073696,2.268745364,2.268745364,2.268745364,2.124073696,2.124073696,2.124073696
10916,2.332013102,2.332013102,2.332013102,2.332013102,2.332013102,2.141746099,2.141746099,2.141746099,2.141746099,2.141746099,2.332013102,2.332013102,2.332013102,2.141746099,2.141746099,2.141746099
10917,2.524642891,2.524642891,2.524642891,2.524642891,2.524642891,2.39843616,2.39843616,2.39843616,2.39843616,2.39843616,2.524642891,2.524642891,2.524642891,2.39843616,2.39843616,2.39843616
10918,6.063517413,2.859368212,2.859368212,2.859368212,2.859368212,2.803125318,2.803125318,2.803125318,2.803125318,2.803125318,2.859368212,2.859368212,2.859368212,2.803125318,2.803125318,2.803125318
10919,16.36065375,4.561685874,17.21451596,2.881308622,7.246978688,2.894173443,2.894173443,2.894173443,2.894173443,2.894173443,2.881308622,2.881308622,2.881308622,2.894173443,2.894173443,2.894173443
10920,14.58827829,3.465337019,15.56880996,3.465337019,7.349799219,3.377833681,3.377833681,3.377833681,3.377833681,3.377833681,3.465337019,3.465337019,3.465337019,3.377833681,3.377833681,3.377833681
10921,12.08230134,3.495173429,12.08323491,3.495173429,3.495173429,3.395238749,3.395238749,3.395238749,3.395238749,3.395238749,3.495173429,3.495173429,3.495173429,3.395238749,3.395238749,3.395238749
10922,4.416154256,4.416154256,5.355538134,4.416154256,4.416154256,4.387017259,4.387017259,4.387017259,4.387017259,4.387017259,4.416154256,4.416154256,4.416154256,4.387017259,4.387017259,4.387017259
10923,5.126526002,5.126526002,5.126526002,5.126526002,5.126526002,5.043753143,5.043753143,5.043753143,5.043753143,5.043753143,5.126526002,5.126526002,5.126526002,5.043753143,5.043753143,5.043753143
10924,5.616184069,5.616184069,5.616184069,5.616184069,5.616184069,5.584716276,5.584716276,5.584716276,5.584716276,5.584716276,5.616184069,5.616184069,5.616184069,5.584716276,5.584716276,5.584716276
11001,5.369363091,5.369363091,5.369363091,5.369363091,5.369363091,5.175930965,5.175930965,5.175930965,5.175930965,5.175930965,5.369363091,5.369363091,5.369363091,5.175930965,5.175930965,5.175930965
11002,6.460166389,6.460166389,6.460166389,6.460166389,6.460166389,6.435307078,6.435307078,6.435307078,6.435307078,6.435307078,6.460166389,6.460166389,6.460166389,6.435307078,6.435307078,6.435307078
11003,4.29182426,4.29182426,4.29182426,4.29182426,4.29182426,4.244853016,4.244853016,4.244853016,4.244853016,4.244853016,4.29182426,4.29182426,4.29182426,4.244853016,4.244853016,4.244853016
11004,4.407806264,4.407806264,4.407806264,4.407806264,4.407806264,4.330926115,4.330926115,4.330926115,4.330926115,4.330926115,4.407806264,4.407806264,4.407806264,4.330926115,4.330926115,4.330926115
11005,4.192175899,4.192175899,4.192175899,4.192175899,4.192175899,4.079648791,4.079648791,4.079648791,4.079648791,4.079648791,4.192175899,4.192175899,4.192175899,4.079648791,4.079648791,4.079648791
11006,4.279742899,4.279742899,4.279742899,4.279742899,4.279742899,4.111697008,4.111697008,4.111697008,4.111697008,4.111697008,4.279742899,4.279742899,4.279742899,4.111697008,4.111697008,4.111697008
11007,5.750688652,5.750688652,5.750688652,5.750688652,5.750688652,5.582918397,5.582918397,5.582918397,5.582918397,5.582918397,5.750688652,5.750688652,5.750688652,5.582918397,5.582918397,5.582918397
11008,4.739222362,4.739222362,4.739222362,4.739222362,4.739222362,4.495517975,4.495517975,4.495517975,4.495517975,4.495517975,4.739222362,4.739222362,4.739222362,4.495517975,4.495517975,4.495517975
11009,3.970493361,3.970493361,3.970493361,3.970493361,3.970493361,2.129846076,2.129846076,2.129846076,2.129846076,2.129846076,3.970493361,3.970493361,3.970493361,2.129846076,2.129846076,2.129846076
