,MoDaHr,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV,TDV
,Fuel=,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,90412,4.548842658,4.551578518,4.550563497,4.54340646,4.550948632,4.76231695,4.397328429,4.748462196,4.748736001,4.747350405,4.543970585,4.544883297,4.540063355,4.742777073,4.7352086,4.772576781,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90413,4.521321914,4.524052312,4.523039318,4.51589657,4.523423683,4.762800253,4.397784234,4.748944998,4.749218813,4.747833166,4.516459569,4.517370459,4.51256014,4.74325967,4.735690922,4.773060455,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90414,4.553668516,4.556405335,4.555389959,4.548230415,4.555775228,4.779963473,4.413970924,4.76609042,4.766364587,4.76497716,4.548794738,4.54970777,4.54488614,4.760397788,4.752819318,4.790236855,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90415,4.559059941,4.56179783,4.560782056,4.553619714,4.561167476,4.764911054,4.399774938,4.75105361,4.751327469,4.749941603,4.554184257,4.555097646,4.55027413,4.745367384,4.737797441,4.775172877,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90416,4.507450435,4.51017808,4.509166107,4.502030562,4.509550085,4.809289501,4.4416284,4.795386037,4.795660805,4.794270337,4.502592993,4.503502964,4.498697496,4.789680927,4.782085844,4.819585403,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90417,4.667287031,4.670046402,4.669022658,4.661804119,4.669411102,4.917581721,4.543759155,4.903565959,4.903842947,4.902441248,4.662373092,4.663293647,4.658432286,4.897814769,4.890158341,4.927960783,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90418,5.605930071,5.608875749,5.607782885,5.600076962,5.608197555,6.253632027,5.803792674,6.238230794,6.238535162,6.236994904,5.600684351,5.60166706,5.596477468,6.231911094,6.223497821,6.265037069,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90419,5.635646122,5.638597699,5.637502646,5.629781293,5.637918147,6.27985584,5.82852444,6.264427414,6.264732319,6.263189341,5.630389899,5.631374576,5.626174593,6.258096554,6.249668426,6.29128102,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90420,5.622411668,5.625360619,5.62426654,5.616552059,5.624681671,6.264706949,5.81423747,6.249294232,6.249598826,6.24805742,5.617160123,5.618143924,5.612948568,6.242969818,6.234550272,6.276120496,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90421,5.605177876,5.608123406,5.607030597,5.599325064,5.607445246,6.247985426,5.798467345,6.232590048,6.2328943,6.231354627,5.599932422,5.600915082,5.595725753,6.22627275,6.217862676,6.259386131,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90422,5.923325764,5.926334442,5.925218204,5.917347475,5.925641743,6.568965297,6.101184536,6.553237066,6.553547896,6.551974935,5.917967855,5.918971581,5.913671,6.546783186,6.538191283,6.580612489,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90423,8.801324533,8.804904455,8.803576282,8.794211173,8.804080237,9.477993082,8.844698384,9.459248218,9.459618665,9.457744014,8.794949341,8.79614364,8.789836661,9.451556501,9.441316694,9.491874176,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90424,6.583430323,6.586570022,6.585405175,6.577191691,6.585847158,7.222758002,6.717778627,7.206351795,7.206676024,7.205035259,6.577839087,6.578886524,6.573355113,7.199619716,7.190657453,7.234907255,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90501,5.652914102,5.655869106,5.654772782,5.647042463,5.655188765,6.317342144,5.863877898,6.301874844,6.302180518,6.300633652,5.647651775,5.648637595,5.643431574,6.295528034,6.287078671,6.32879611,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90502,5.689918255,5.692880605,5.691781555,5.684032022,5.692198573,6.354370956,5.898799895,6.338865258,6.33917169,6.337620984,5.684642848,5.685631119,5.680412158,6.332502691,6.324032352,6.365853357,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90503,5.643858165,5.646811372,5.645715714,5.637990097,5.646131445,6.315398258,5.862044613,6.299932974,6.300238607,6.298691944,5.638599039,5.63958426,5.634381405,6.293586991,6.285138728,6.326850731,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90504,5.607591481,5.61053749,5.609444503,5.601737717,5.60985922,6.306977279,5.854102759,6.291520728,6.291826188,6.290280398,5.602345174,5.603327993,5.59813782,6.285178328,6.276734836,6.318423286,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90505,5.624811981,5.627761407,5.626667152,5.618951425,5.62708235,6.312142597,5.858974188,6.29668069,6.296986256,6.29543993,5.619559587,5.620543546,5.615347352,6.290336092,6.281889674,6.323592571,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90506,5.642923765,5.645876787,5.644781198,5.637056066,5.645196902,6.316121553,5.862726754,6.300655519,6.300961167,6.299414428,5.637664969,5.638650128,5.6334476,6.294309228,6.285860556,6.327574581,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90507,5.578494776,5.581435009,5.580344165,5.572652487,5.580758069,5.447099425,5.043149075,5.432534558,5.432822397,5.431365783,5.573258754,5.574239646,5.569059648,5.42655805,5.418601661,5.457885114,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90508,4.689838584,4.692602431,4.691577027,4.684346778,4.691966101,4.860669789,4.490085321,4.846713044,4.846988865,4.845593068,4.684916674,4.685838722,4.680969476,4.840986071,4.833361882,4.871005147,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90509,4.540897419,4.543631703,4.542617267,4.535464355,4.54300218,4.791054681,4.42443108,4.777170126,4.77744452,4.776055943,4.536028155,4.536940341,4.532123177,4.771472775,4.763888022,4.80133658,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90510,4.543977005,4.5467119,4.545697237,4.538542726,4.546082236,4.780424631,4.414405844,4.766551099,4.766825276,4.765437801,4.539106652,4.540019042,4.535200801,4.760858272,4.75327954,4.790698367,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90511,4.527179492,4.529911053,4.528897627,4.521751838,4.529282156,4.82922506,4.460429692,4.815300923,4.8155761,4.814183564,4.522315077,4.523226354,4.518413987,4.80958733,4.801980954,4.839536271,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90512,4.53167703,4.534409484,4.533395727,4.526247602,4.533780381,4.769189024,4.403809505,4.755327144,4.75560109,4.754214781,4.526811025,4.5277226,4.52290866,4.749639097,4.742066731,4.779454132,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90513,4.522012546,4.524743081,4.523730036,4.51658693,4.524114421,4.793360525,4.426605729,4.77947358,4.779748021,4.778359205,4.517149957,4.518060892,4.513250332,4.773775248,4.766189188,4.803644195,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90514,4.553061574,4.555798272,4.554782941,4.547623712,4.555168193,4.861337886,4.490715406,4.847380448,4.847656283,4.846260417,4.54818801,4.549101002,4.544279584,4.841653191,4.834028624,4.871673757,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90515,4.568475545,4.571215303,4.570198836,4.563031604,4.570584519,4.800807071,4.433628592,4.786912403,4.787186997,4.785797409,4.563596533,4.564510545,4.559683737,4.781210903,4.773620625,4.811096459,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90516,4.515972827,4.518702164,4.517689564,4.510549593,4.518073779,4.877626564,4.506077313,4.863652235,4.863928404,4.862530849,4.511112373,4.512022909,4.507214461,4.857918047,4.850284253,4.887974944,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90517,4.71349266,4.716261202,4.715234056,4.707991525,4.715623791,4.995089247,4.616856762,4.98099311,4.981271686,4.979861949,4.708562389,4.709486004,4.704608485,4.975208939,4.967508605,5.005527828,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90518,5.712580564,5.715547411,5.714446693,5.706685393,5.714864344,6.377749512,5.920848289,6.36221957,6.362526481,6.360973351,5.707297146,5.708286918,5.703060032,6.355847056,6.347363473,6.389249866,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90519,5.715059127,11.62303289,5.716925565,5.709162978,5.717343285,6.392400481,5.934665668,6.376855347,6.377162558,6.375607909,5.709774833,5.710764769,5.705537016,6.370476598,6.361984715,6.403912086,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90520,5.716850539,5.719818234,5.718717201,5.710953683,5.719134971,6.392520585,5.934778937,6.376975326,6.377282539,6.375727877,5.711565612,5.712555666,5.707327287,6.370596526,6.362104575,6.404032282,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90521,5.65619908,5.659154736,5.65805817,5.650326145,5.658474245,6.362124273,5.906112074,6.346610535,6.346917126,6.345365616,5.650935591,5.651921629,5.646714459,6.340244669,6.331769937,6.373612628,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90522,6.157780486,6.1608357,6.159702197,6.15170973,6.160132287,6.869351908,6.384480156,6.85331218,6.853629166,6.852025052,6.152339704,6.153358956,6.147976389,6.84673048,6.837968415,6.881229774,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90523,7.992072131,7.995491428,7.994222848,7.985277937,7.994704191,8.72636743,8.135837714,8.708401995,8.708757038,8.706960337,7.985982985,7.987123698,7.981099703,8.701030106,8.691216079,8.739671335,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90524,6.442931795,6.446043607,6.444889106,6.436748575,6.445327164,7.157227836,6.655976908,7.140889583,7.141212469,7.1395785,6.437390221,6.438428354,6.432946074,7.134185388,7.125260247,7.169326767,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90601,5.99640147,5.999424652,5.998303033,5.990394361,5.998728614,6.722832764,6.24629746,6.706944975,6.707258958,6.70567004,5.991017731,5.992026296,5.986700161,6.700425622,6.691746556,6.734598115,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90602,5.777600664,5.780580417,5.77947491,5.771679848,5.779894378,6.501815271,6.037855123,6.486156675,6.486466129,6.484900132,5.772294263,5.773288341,5.768038718,6.479731368,6.471177504,6.513410898,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90603,5.771519379,5.774497925,5.773392866,5.765600962,5.773812164,6.500919231,6.037010064,6.485261564,6.485570999,6.484005096,5.766215128,5.767208802,5.761961306,6.478836639,6.470283283,6.51251417,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90604,5.732634256,5.735605084,5.734502888,5.726731175,5.7349211,6.492115346,6.028707091,6.476466809,6.476776063,6.475211073,5.72734375,5.728334849,5.723100951,6.470045629,6.461497261,6.503703524,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90605,5.852894774,5.855889472,5.854778421,5.846944263,5.855199992,6.602302838,6.132625283,6.586540037,6.58685155,6.585275132,5.84756176,5.848560822,5.84328487,6.580071971,6.571461183,6.613975631,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90606,5.943277936,5.946290574,5.945172867,5.937291778,5.945596963,6.673292283,6.199575667,6.657455867,6.657768835,6.656185054,5.937912974,5.938918022,5.933610463,6.650957594,6.642306592,6.685019591,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90607,5.819881644,5.822869789,5.821761169,5.813944153,5.822181818,5.548246551,5.138541268,5.533576796,5.533866707,5.532399604,5.814560299,5.815557175,5.810292767,5.527557248,5.519543561,5.559109913,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90608,4.707902566,4.710669999,4.709643264,4.702403636,4.710032843,4.912825419,4.539273471,4.89881459,4.899091479,4.897690274,4.702974271,4.703897516,4.699021952,4.893065423,4.88541169,4.923200829,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
,90609,4.603576911,4.606323636,4.605304584,4.598119126,4.605691248,4.838152145,4.468848856,4.824218751,4.82449411,4.823100649,4.598685491,4.599601828,4.594762745,4.818501359,4.810889927,4.848470212,113.0710918,113.0710918,113.0710918,113.0710918,113.0710918,113.0988348,113.1199064,113.0988348,113.0988348,113.0988348,113.0710918,113.0710918,113.0710918,113.0988348,113.0988348,113.0988348,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863,97.07003863
