;,; Use with 2009 calendar year and updated CEC weather data,,,,,,,,,,,,,,,,
;,"; Version ID: 2019 TDV CARBON ONLY, Elec Non-Res (15 Year)",,,,,,,,,,,,,,,,
;,; MoDaHr,CZ1 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ2 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ3 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ4 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ5 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ6 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ7 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ8 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ9 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ10 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ11 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ12 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ13 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ14 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ15 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ16 Electricity Long-Run Carbon Emission Factors (ton/MWh)
TABLE C02ElecByCZ,,,,,,,,,,,,,,,,,
,MoDaHr,C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh)
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,33123,0.246869371,0.246869371,0.246869371,0.246869371,0.246869371,0.249204833,0.249204833,0.249204833,0.249204833,0.249204833,0.246869371,0.246869371,0.246869371,0.249204833,0.249204833,0.249204833
,33124,0.243166649,0.243166649,0.243166649,0.243166649,0.243166649,0.243189602,0.243189602,0.243189602,0.243189602,0.243189602,0.243166649,0.243166649,0.243166649,0.243189602,0.243189602,0.243189602
,40101,0.246602988,0.246602988,0.246602988,0.246602988,0.246602988,0.221936949,0.221936949,0.221936949,0.221936949,0.221936949,0.246602988,0.246602988,0.246602988,0.221936949,0.221936949,0.221936949
,40102,0.246469587,0.246469587,0.246469587,0.246469587,0.246469587,0.220665167,0.220665167,0.220665167,0.220665167,0.220665167,0.246469587,0.246469587,0.246469587,0.220665167,0.220665167,0.220665167
,40103,0.246452362,0.246452362,0.246452362,0.246452362,0.246452362,0.220469572,0.220469572,0.220469572,0.220469572,0.220469572,0.246452362,0.246452362,0.246452362,0.220469572,0.220469572,0.220469572
,40104,0.246444994,0.246444994,0.246444994,0.246444994,0.246444994,0.220718471,0.220718471,0.220718471,0.220718471,0.220718471,0.246444994,0.246444994,0.246444994,0.220718471,0.220718471,0.220718471
,40105,0.246447933,0.246447933,0.246447933,0.246447933,0.246447933,0.220957551,0.220957551,0.220957551,0.220957551,0.220957551,0.246447933,0.246447933,0.246447933,0.220957551,0.220957551,0.220957551
,40106,0.246638412,0.246638412,0.246638412,0.246638412,0.246638412,0.244569055,0.244569055,0.244569055,0.244569055,0.244569055,0.246638412,0.246638412,0.246638412,0.244569055,0.244569055,0.244569055
,40107,0.246993065,0.246993065,0.246993065,0.246993065,0.246993065,0.245941303,0.245941303,0.245941303,0.245941303,0.245941303,0.246993065,0.246993065,0.246993065,0.245941303,0.245941303,0.245941303
,40108,0.230014087,0.230014087,0.230014087,0.230014087,0.230014087,0.222187138,0.222187138,0.222187138,0.222187138,0.222187138,0.230014087,0.230014087,0.230014087,0.222187138,0.222187138,0.222187138
,40109,0.226297191,0.226297191,0.226297191,0.226297191,0.226297191,0.044122727,0.044122727,0.044122727,0.044122727,0.044122727,0.226297191,0.226297191,0.226297191,0.044122727,0.044122727,0.044122727
,40110,0.224525077,0.224525077,0.224525077,0.224525077,0.224525077,0.043472326,0.043472326,0.043472326,0.043472326,0.043472326,0.224525077,0.224525077,0.224525077,0.043472326,0.043472326,0.043472326
,40111,0.224549235,0.224549235,0.224549235,0.224549235,0.224549235,0.023377516,0.023377516,0.023377516,0.023377516,0.023377516,0.224549235,0.224549235,0.224549235,0.023377516,0.023377516,0.023377516
,40112,0.224043378,0.224043378,0.224043378,0.224043378,0.224043378,0.043088003,0.043088003,0.043088003,0.043088003,0.043088003,0.224043378,0.224043378,0.224043378,0.043088003,0.043088003,0.043088003
,40113,0.107302747,0.107302747,0.107302747,0.107302747,0.107302747,0.022998592,0.022998592,0.022998592,0.022998592,0.022998592,0.107302747,0.107302747,0.107302747,0.022998592,0.022998592,0.022998592
,40114,0.086655885,0.086655885,0.086655885,0.086655885,0.086655885,0.02335936,0.02335936,0.02335936,0.02335936,0.02335936,0.086655885,0.086655885,0.086655885,0.02335936,0.02335936,0.02335936
,40115,0.22305929,0.22305929,0.22305929,0.22305929,0.22305929,0.023363834,0.023363834,0.023363834,0.023363834,0.023363834,0.22305929,0.22305929,0.22305929,0.023363834,0.023363834,0.023363834
,40116,0.224182603,0.224182603,0.224182603,0.224182603,0.224182603,0.043187019,0.043187019,0.043187019,0.043187019,0.043187019,0.224182603,0.224182603,0.224182603,0.043187019,0.043187019,0.043187019
,40117,0.226273399,0.226273399,0.226273399,0.226273399,0.226273399,0.219106403,0.219106403,0.219106403,0.219106403,0.219106403,0.226273399,0.226273399,0.226273399,0.219106403,0.219106403,0.219106403
,40118,0.247021689,0.247021689,0.247021689,0.247021689,0.247021689,0.246186462,0.246186462,0.246186462,0.246186462,0.246186462,0.247021689,0.247021689,0.247021689,0.246186462,0.246186462,0.246186462
,40119,0.252510949,0.252510949,0.252510949,0.252510949,0.252510949,0.302703629,0.302703629,0.302703629,0.302703629,0.302703629,0.252510949,0.252510949,0.252510949,0.302703629,0.302703629,0.302703629
,40120,0.252523682,0.252523682,0.252523682,0.252523682,0.252523682,0.368389909,0.368389909,0.368389909,0.368389909,0.368389909,0.252523682,0.252523682,0.252523682,0.368389909,0.368389909,0.368389909
,40121,0.252565801,0.252565801,0.252565801,0.252565801,0.252565801,0.320914028,0.320914028,0.320914028,0.320914028,0.320914028,0.252565801,0.252565801,0.252565801,0.320914028,0.320914028,0.320914028
,40122,0.247117321,0.247117321,0.247117321,0.247117321,0.247117321,0.278636082,0.278636082,0.278636082,0.278636082,0.278636082,0.247117321,0.247117321,0.247117321,0.278636082,0.278636082,0.278636082
,40123,0.247117701,0.247117701,0.247117701,0.247117701,0.247117701,0.248825535,0.248825535,0.248825535,0.248825535,0.248825535,0.247117701,0.247117701,0.247117701,0.248825535,0.248825535,0.248825535
,40124,0.246737909,0.246737909,0.246737909,0.246737909,0.246737909,0.2230262,0.2230262,0.2230262,0.2230262,0.2230262,0.246737909,0.246737909,0.246737909,0.2230262,0.2230262,0.2230262
,40201,0.107395117,0.107395117,0.107395117,0.107395117,0.107395117,0.197434572,0.197434572,0.197434572,0.197434572,0.197434572,0.107395117,0.107395117,0.107395117,0.197434572,0.197434572,0.197434572
,40202,0.107379864,0.107379864,0.107379864,0.107379864,0.107379864,0.197060356,0.197060356,0.197060356,0.197060356,0.197060356,0.107379864,0.107379864,0.107379864,0.197060356,0.197060356,0.197060356
,40203,0.107369351,0.107369351,0.107369351,0.107369351,0.107369351,0.196922715,0.196922715,0.196922715,0.196922715,0.196922715,0.107369351,0.107369351,0.107369351,0.196922715,0.196922715,0.196922715
,40204,0.107364181,0.107364181,0.107364181,0.107364181,0.107364181,0.19694866,0.19694866,0.19694866,0.19694866,0.19694866,0.107364181,0.107364181,0.107364181,0.19694866,0.19694866,0.19694866
,40205,0.107362633,0.107362633,0.107362633,0.107362633,0.107362633,0.197054726,0.197054726,0.197054726,0.197054726,0.197054726,0.107362633,0.107362633,0.107362633,0.197054726,0.197054726,0.197054726
,40206,0.107448936,0.107448936,0.107448936,0.107448936,0.107448936,0.220402245,0.220402245,0.220402245,0.220402245,0.220402245,0.107448936,0.107448936,0.107448936,0.220402245,0.220402245,0.220402245
,40207,0.107799737,0.107799737,0.107799737,0.107799737,0.107799737,0.23762595,0.23762595,0.23762595,0.23762595,0.23762595,0.107799737,0.107799737,0.107799737,0.23762595,0.23762595,0.23762595
,40208,0.107410079,0.107410079,0.107410079,0.107410079,0.107410079,0.103861109,0.103861109,0.103861109,0.103861109,0.103861109,0.107410079,0.107410079,0.107410079,0.103861109,0.103861109,0.103861109
,40209,0.106825932,0.106825932,0.106825932,0.106825932,0.106825932,0.079937203,0.079937203,0.079937203,0.079937203,0.079937203,0.106825932,0.106825932,0.106825932,0.079937203,0.079937203,0.079937203
,40210,0.087068273,0.087068273,0.087068273,0.087068273,0.087068273,0.042560678,0.042560678,0.042560678,0.042560678,0.042560678,0.087068273,0.087068273,0.087068273,0.042560678,0.042560678,0.042560678
,40211,0.086624945,0.086624945,0.086624945,0.086624945,0.086624945,0.04228616,0.04228616,0.04228616,0.04228616,0.04228616,0.086624945,0.086624945,0.086624945,0.04228616,0.04228616,0.04228616
,40212,0.085913612,0.085913612,0.085913612,0.085913612,0.085913612,0.041549369,0.041549369,0.041549369,0.041549369,0.041549369,0.085913612,0.085913612,0.085913612,0.041549369,0.041549369,0.041549369
,40213,0.085696907,0.085696907,0.085696907,0.085696907,0.085696907,0.041555226,0.041555226,0.041555226,0.041555226,0.041555226,0.085696907,0.085696907,0.085696907,0.041555226,0.041555226,0.041555226
,40214,0.085337621,0.085337621,0.085337621,0.085337621,0.085337621,0.021435919,0.021435919,0.021435919,0.021435919,0.021435919,0.085337621,0.085337621,0.085337621,0.021435919,0.021435919,0.021435919
,40215,0.085685858,0.085685858,0.085685858,0.085685858,0.085685858,0.041649895,0.041649895,0.041649895,0.041649895,0.041649895,0.085685858,0.085685858,0.085685858,0.041649895,0.041649895,0.041649895
,40216,0.086831526,0.086831526,0.086831526,0.086831526,0.086831526,0.042540896,0.042540896,0.042540896,0.042540896,0.042540896,0.086831526,0.086831526,0.086831526,0.042540896,0.042540896,0.042540896
,40217,0.106810669,0.106810669,0.106810669,0.106810669,0.106810669,0.080832639,0.080832639,0.080832639,0.080832639,0.080832639,0.106810669,0.106810669,0.106810669,0.080832639,0.080832639,0.080832639
,40218,0.108127382,0.108127382,0.108127382,0.108127382,0.108127382,0.238333698,0.238333698,0.238333698,0.238333698,0.238333698,0.108127382,0.108127382,0.108127382,0.238333698,0.238333698,0.238333698
,40219,0.128998098,0.128998098,0.128998098,0.128998098,0.128998098,0.272779857,0.272779857,0.272779857,0.272779857,0.272779857,0.128998098,0.128998098,0.128998098,0.272779857,0.272779857,0.272779857
,40220,0.12899999,0.12899999,0.12899999,0.12899999,0.12899999,0.303950864,0.303950864,0.303950864,0.303950864,0.303950864,0.12899999,0.12899999,0.12899999,0.303950864,0.303950864,0.303950864
,40221,0.129015924,0.129015924,0.129015924,0.129015924,0.129015924,0.290534723,0.290534723,0.290534723,0.290534723,0.290534723,0.129015924,0.129015924,0.129015924,0.290534723,0.290534723,0.290534723
,40222,0.126086233,0.126086233,0.126086233,0.126086233,0.126086233,0.263671142,0.263671142,0.263671142,0.263671142,0.263671142,0.126086233,0.126086233,0.126086233,0.263671142,0.263671142,0.263671142
,40223,0.108225712,0.108225712,0.108225712,0.108225712,0.108225712,0.239885271,0.239885271,0.239885271,0.239885271,0.239885271,0.108225712,0.108225712,0.108225712,0.239885271,0.239885271,0.239885271
,40224,0.107749076,0.107749076,0.107749076,0.107749076,0.107749076,0.215240967,0.215240967,0.215240967,0.215240967,0.215240967,0.107749076,0.107749076,0.107749076,0.215240967,0.215240967,0.215240967
,40301,0.247127862,0.247127862,0.247127862,0.247127862,0.247127862,0.240383972,0.240383972,0.240383972,0.240383972,0.240383972,0.247127862,0.247127862,0.247127862,0.240383972,0.240383972,0.240383972
,40302,0.24669236,0.24669236,0.24669236,0.24669236,0.24669236,0.217606702,0.217606702,0.217606702,0.217606702,0.217606702,0.24669236,0.24669236,0.24669236,0.217606702,0.217606702,0.217606702
,40303,0.246678567,0.246678567,0.246678567,0.246678567,0.246678567,0.217619093,0.217619093,0.217619093,0.217619093,0.217619093,0.246678567,0.246678567,0.246678567,0.217619093,0.217619093,0.217619093
,40304,0.246668863,0.246668863,0.246668863,0.246668863,0.246668863,0.217558258,0.217558258,0.217558258,0.217558258,0.217558258,0.246668863,0.246668863,0.246668863,0.217558258,0.217558258,0.217558258
,40305,0.247002388,0.247002388,0.247002388,0.247002388,0.247002388,0.217970693,0.217970693,0.217970693,0.217970693,0.217970693,0.247002388,0.247002388,0.247002388,0.217970693,0.217970693,0.217970693
,40306,0.247100482,0.247100482,0.247100482,0.247100482,0.247100482,0.243789939,0.243789939,0.243789939,0.243789939,0.243789939,0.247100482,0.247100482,0.247100482,0.243789939,0.243789939,0.243789939
,40307,0.249000876,0.249000876,0.249000876,0.249000876,0.249000876,0.246815212,0.246815212,0.246815212,0.246815212,0.246815212,0.249000876,0.249000876,0.249000876,0.246815212,0.246815212,0.246815212
,40308,0.128494476,0.128494476,0.128494476,0.128494476,0.128494476,0.102037793,0.102037793,0.102037793,0.102037793,0.102037793,0.128494476,0.128494476,0.128494476,0.102037793,0.102037793,0.102037793
,40309,0.106420963,0.106420963,0.106420963,0.106420963,0.106420963,0.100125632,0.100125632,0.100125632,0.100125632,0.100125632,0.106420963,0.106420963,0.106420963,0.100125632,0.100125632,0.100125632
,40310,0.06923539,0.06923539,0.06923539,0.06923539,0.06923539,0.063207495,0.063207495,0.063207495,0.063207495,0.063207495,0.06923539,0.06923539,0.06923539,0.063207495,0.063207495,0.063207495
,40311,0.069252477,0.069252477,0.069252477,0.069252477,0.069252477,0.023627294,0.023627294,0.023627294,0.023627294,0.023627294,0.069252477,0.069252477,0.069252477,0.023627294,0.023627294,0.023627294
,40312,0.069255705,0.069255705,0.069255705,0.069255705,0.069255705,0.023626379,0.023626379,0.023626379,0.023626379,0.023626379,0.069255705,0.069255705,0.069255705,0.023626379,0.023626379,0.023626379
,40313,0.066903886,0.066903886,0.066903886,0.066903886,0.066903886,0.023624433,0.023624433,0.023624433,0.023624433,0.023624433,0.066903886,0.066903886,0.066903886,0.023624433,0.023624433,0.023624433
,40314,0.045466682,0.045466682,0.045466682,0.045466682,0.045466682,0.04239322,0.04239322,0.04239322,0.04239322,0.04239322,0.045466682,0.045466682,0.045466682,0.04239322,0.04239322,0.04239322
,40315,0.046411264,0.046411264,0.046411264,0.046411264,0.046411264,0.042644767,0.042644767,0.042644767,0.042644767,0.042644767,0.046411264,0.046411264,0.046411264,0.042644767,0.042644767,0.042644767
,40316,0.102979554,0.102979554,0.102979554,0.102979554,0.102979554,0.044714247,0.044714247,0.044714247,0.044714247,0.044714247,0.102979554,0.102979554,0.102979554,0.044714247,0.044714247,0.044714247
,40317,0.128497443,0.128497443,0.128497443,0.128497443,0.128497443,0.10188582,0.10188582,0.10188582,0.10188582,0.10188582,0.128497443,0.128497443,0.128497443,0.10188582,0.10188582,0.10188582
,40318,0.25158306,0.25158306,0.25158306,0.25158306,0.25158306,0.247793119,0.247793119,0.247793119,0.247793119,0.247793119,0.25158306,0.25158306,0.25158306,0.247793119,0.247793119,0.247793119
,40319,0.265845118,0.265845118,0.265845118,0.265845118,0.265845118,0.275523104,0.275523104,0.275523104,0.275523104,0.275523104,0.265845118,0.265845118,0.265845118,0.275523104,0.275523104,0.275523104
,40320,0.2658523,0.2658523,0.2658523,0.2658523,0.2658523,0.296581381,0.296581381,0.296581381,0.296581381,0.296581381,0.2658523,0.2658523,0.2658523,0.296581381,0.296581381,0.296581381
,40321,0.265885073,0.265885073,0.265885073,0.265885073,0.265885073,0.290763698,0.290763698,0.290763698,0.290763698,0.290763698,0.265885073,0.265885073,0.265885073,0.290763698,0.290763698,0.290763698
,40322,0.265907635,0.265907635,0.265907635,0.265907635,0.265907635,0.275414785,0.275414785,0.275414785,0.275414785,0.275414785,0.265907635,0.265907635,0.265907635,0.275414785,0.275414785,0.275414785
,40323,0.253367546,0.253367546,0.253367546,0.253367546,0.253367546,0.252931054,0.252931054,0.252931054,0.252931054,0.252931054,0.253367546,0.253367546,0.253367546,0.252931054,0.252931054,0.252931054
,40324,0.250970444,0.250970444,0.250970444,0.250970444,0.250970444,0.249564074,0.249564074,0.249564074,0.249564074,0.249564074,0.250970444,0.250970444,0.250970444,0.249564074,0.249564074,0.249564074
,40401,0.256014909,0.256014909,0.256014909,0.256014909,0.256014909,0.25262227,0.25262227,0.25262227,0.25262227,0.25262227,0.256014909,0.256014909,0.256014909,0.25262227,0.25262227,0.25262227
,40402,0.255889282,0.255889282,0.255889282,0.255889282,0.255889282,0.24930299,0.24930299,0.24930299,0.24930299,0.24930299,0.255889282,0.255889282,0.255889282,0.24930299,0.24930299,0.24930299
,40403,0.255864127,0.255864127,0.255864127,0.255864127,0.255864127,0.228351924,0.228351924,0.228351924,0.228351924,0.228351924,0.255864127,0.255864127,0.255864127,0.228351924,0.228351924,0.228351924
,40404,0.255664634,0.255664634,0.255664634,0.255664634,0.255664634,0.228366746,0.228366746,0.228366746,0.228366746,0.228366746,0.255664634,0.255664634,0.255664634,0.228366746,0.228366746,0.228366746
,40405,0.255849087,0.255849087,0.255849087,0.255849087,0.255849087,0.22994134,0.22994134,0.22994134,0.22994134,0.22994134,0.255849087,0.255849087,0.255849087,0.22994134,0.22994134,0.22994134
,40406,0.256143973,0.256143973,0.256143973,0.256143973,0.256143973,0.252882738,0.252882738,0.252882738,0.252882738,0.252882738,0.256143973,0.256143973,0.256143973,0.252882738,0.252882738,0.252882738
,40407,0.256156093,0.256156093,0.256156093,0.256156093,0.256156093,0.25366639,0.25366639,0.25366639,0.25366639,0.25366639,0.256156093,0.256156093,0.256156093,0.25366639,0.25366639,0.25366639
,40408,0.255871732,0.255871732,0.255871732,0.255871732,0.255871732,0.227316974,0.227316974,0.227316974,0.227316974,0.227316974,0.255871732,0.255871732,0.255871732,0.227316974,0.227316974,0.227316974
,40409,0.222404543,0.222404543,0.222404543,0.222404543,0.222404543,0.084117627,0.084117627,0.084117627,0.084117627,0.084117627,0.222404543,0.222404543,0.222404543,0.084117627,0.084117627,0.084117627
,40410,0.065914133,0.065914133,0.065914133,0.065914133,0.065914133,0.062211211,0.062211211,0.062211211,0.062211211,0.062211211,0.065914133,0.065914133,0.065914133,0.062211211,0.062211211,0.062211211
,40411,0.06362517,0.06362517,0.06362517,0.06362517,0.06362517,0,0,0,0,0,0.06362517,0.06362517,0.06362517,0,0,0
,40412,0.04067601,0.04067601,0.04067601,0.04067601,0.04067601,0,0,0,0,0,0.04067601,0.04067601,0.04067601,0,0,0
,40413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,40414,0.022102277,0.022102277,0.022102277,0.022102277,0.022102277,0,0,0,0,0,0.022102277,0.022102277,0.022102277,0,0,0
,40415,0.022296917,0.022296917,0.022296917,0.022296917,0.022296917,0,0,0,0,0,0.022296917,0.022296917,0.022296917,0,0,0
,40416,0.046545977,0.046545977,0.046545977,0.046545977,0.046545977,0.043914763,0.043914763,0.043914763,0.043914763,0.043914763,0.046545977,0.046545977,0.046545977,0.043914763,0.043914763,0.043914763
,40417,0.130385466,0.130385466,0.130385466,0.130385466,0.130385466,0.087550175,0.087550175,0.087550175,0.087550175,0.087550175,0.130385466,0.130385466,0.130385466,0.087550175,0.087550175,0.087550175
,40418,0.257044698,0.257044698,0.257044698,0.257044698,0.257044698,0.253185228,0.253185228,0.253185228,0.253185228,0.253185228,0.257044698,0.257044698,0.257044698,0.253185228,0.253185228,0.253185228
,40419,0.263453655,0.263453655,0.263453655,0.263453655,0.263453655,0.268169791,0.268169791,0.268169791,0.268169791,0.268169791,0.263453655,0.263453655,0.263453655,0.268169791,0.268169791,0.268169791
,40420,0.26345997,0.26345997,0.26345997,0.26345997,0.26345997,0.275795234,0.275795234,0.275795234,0.275795234,0.275795234,0.26345997,0.26345997,0.26345997,0.275795234,0.275795234,0.275795234
,40421,0.2634713,0.2634713,0.2634713,0.2634713,0.2634713,0.273584189,0.273584189,0.273584189,0.273584189,0.273584189,0.2634713,0.2634713,0.2634713,0.273584189,0.273584189,0.273584189
,40422,0.263481464,0.263481464,0.263481464,0.263481464,0.263481464,0.266634559,0.266634559,0.266634559,0.266634559,0.266634559,0.263481464,0.263481464,0.263481464,0.266634559,0.266634559,0.266634559
,40423,0.260598122,0.260598122,0.260598122,0.260598122,0.260598122,0.260582037,0.260582037,0.260582037,0.260582037,0.260582037,0.260598122,0.260598122,0.260598122,0.260582037,0.260582037,0.260582037
,40424,0.257197224,0.257197224,0.257197224,0.257197224,0.257197224,0.256044434,0.256044434,0.256044434,0.256044434,0.256044434,0.257197224,0.257197224,0.257197224,0.256044434,0.256044434,0.256044434
,40501,0.259704817,0.259704817,0.259704817,0.259704817,0.259704817,0.235168858,0.235168858,0.235168858,0.235168858,0.235168858,0.259704817,0.259704817,0.259704817,0.235168858,0.235168858,0.235168858
,40502,0.240973598,0.240973598,0.240973598,0.240973598,0.240973598,0.233718757,0.233718757,0.233718757,0.233718757,0.233718757,0.240973598,0.240973598,0.240973598,0.233718757,0.233718757,0.233718757
