;,B,B,B,C,C,C,D,D,D,E,E,E,F,F,F,G,G,G,H,H,H,I,I,I,J,J,J,K,K,K,L,L,L,M,M,M,N,N,N,O,O,O,P,P,P,Q,Q,Q
;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm
111922,28.1142462,267.78,409.15,27.8790905,267.78,409.15,28.0528122,267.78,409.15,27.8900121,267.78,409.15,28.0251669,267.78,409.15,26.8630404,270.07,409.15,27.467824,263.39,409.15,26.5285664,270.07,409.15,26.4039919,270.07,409.15,26.4275416,270.07,409.15,27.8121957,267.78,409.15,27.8408649,267.78,409.15,27.9906956,267.78,409.15,26.5760071,270.07,409.15,26.6640625,270.07,409.15,27.6958124,270.07,409.15
111923,27.1381282,267.78,409.15,26.9029725,267.78,409.15,27.0766942,267.78,409.15,26.9138941,267.78,409.15,27.0490489,267.78,409.15,26.071907,270.07,409.15,26.6688407,263.39,409.15,25.7377743,270.07,409.15,25.6131998,270.07,409.15,25.6364082,270.07,409.15,26.8360777,267.78,409.15,26.8647469,267.78,409.15,27.0145776,267.78,409.15,25.7848737,270.07,409.15,25.8732704,270.07,409.15,26.904679,270.07,409.15
111924,25.7882867,267.78,409.15,25.5534723,267.78,409.15,25.727194,267.78,409.15,25.5643939,267.78,409.15,25.6995487,267.78,409.15,24.7541477,270.07,409.15,25.3524466,263.39,409.15,24.420015,270.07,409.15,24.2954405,270.07,409.15,24.3186489,270.07,409.15,25.4862362,267.78,409.15,25.5152467,267.78,409.15,25.6647361,267.78,409.15,24.4674557,270.07,409.15,24.5555111,270.07,409.15,25.587261,270.07,409.15
112001,25.8538163,267.78,409.15,25.6186606,267.78,409.15,25.7923823,267.78,409.15,25.6295822,267.78,409.15,25.764737,267.78,409.15,24.959269,270.07,409.15,25.5572266,263.39,409.15,24.6251363,270.07,409.15,24.5005618,270.07,409.15,24.5237702,270.07,409.15,25.5517658,267.78,409.15,25.580435,267.78,409.15,25.7302657,267.78,409.15,24.6722357,270.07,409.15,24.7606324,270.07,409.15,25.792041,270.07,409.15
112002,25.8548402,267.78,409.15,25.6200258,267.78,409.15,25.7937475,267.78,409.15,25.6309474,267.78,409.15,25.7661022,267.78,409.15,25.0077336,270.07,409.15,25.6056912,263.39,409.15,24.6736009,270.07,409.15,24.5486851,270.07,409.15,24.5722348,270.07,409.15,25.5527897,267.78,409.15,25.5818002,267.78,409.15,25.7312896,267.78,409.15,24.7207003,270.07,409.15,24.8087557,270.07,409.15,25.8405056,270.07,409.15
112003,25.5756568,267.78,409.15,25.3405011,267.78,409.15,25.5142228,267.78,409.15,25.3514227,267.78,409.15,25.4869188,267.78,409.15,24.7602911,270.07,409.15,25.3589313,263.39,409.15,24.4261584,270.07,409.15,24.3015839,270.07,409.15,24.3247923,270.07,409.15,25.2736063,267.78,409.15,25.3022755,267.78,409.15,25.4521062,267.78,409.15,24.4732578,270.07,409.15,24.5616545,270.07,409.15,25.5930631,270.07,409.15
112004,25.9159329,267.78,409.15,25.6807772,267.78,409.15,25.8544989,267.78,409.15,25.6916988,267.78,409.15,25.8268536,267.78,409.15,24.8009058,270.07,409.15,25.3992047,263.39,409.15,24.4667731,270.07,409.15,24.3418573,270.07,409.15,24.365407,270.07,409.15,25.6138824,267.78,409.15,25.6425516,267.78,409.15,25.7923823,267.78,409.15,24.5138725,270.07,409.15,24.6019279,270.07,409.15,25.6336778,270.07,409.15
112005,26.5449488,267.78,409.15,26.3101344,267.78,409.15,26.4838561,267.78,409.15,26.321056,267.78,409.15,26.4562108,267.78,409.15,25.5278748,270.07,409.15,26.1254911,263.39,409.15,25.1937421,270.07,409.15,25.0688263,270.07,409.15,25.092376,270.07,409.15,26.2428983,267.78,409.15,26.2719088,267.78,409.15,26.4213982,267.78,409.15,25.2408415,270.07,409.15,25.3288969,270.07,409.15,26.3606468,270.07,409.15
112006,28.3698799,267.78,409.15,28.1347242,267.78,409.15,28.3084459,267.78,409.15,28.1456458,267.78,409.15,28.2811419,267.78,409.15,27.1394934,270.07,409.15,27.7354032,263.39,409.15,26.8053607,270.07,409.15,26.6807862,270.07,409.15,26.7039946,270.07,409.15,28.0678294,267.78,409.15,28.0964986,267.78,409.15,28.2463293,267.78,409.15,26.8524601,270.07,409.15,26.9408568,270.07,409.15,27.9722654,270.07,409.15
112007,28.3603235,267.78,409.15,28.1251678,267.78,409.15,28.2992308,267.78,409.15,28.1360894,267.78,409.15,28.2715855,267.78,409.15,27.1654322,270.07,409.15,27.761342,263.39,409.15,26.8312995,270.07,409.15,26.706725,270.07,409.15,26.7299334,270.07,409.15,28.058273,267.78,409.15,28.0872835,267.78,409.15,28.2367729,267.78,409.15,26.8783989,270.07,409.15,26.9667956,270.07,409.15,27.9982042,270.07,409.15
112008,28.3173197,267.78,409.15,28.0825053,267.78,409.15,28.256227,267.78,409.15,28.0934269,267.78,409.15,28.2285817,267.78,409.15,26.9828367,270.07,409.15,27.5787465,263.39,409.15,26.648704,270.07,409.15,26.5237882,270.07,409.15,26.5473379,270.07,409.15,28.0152692,267.78,409.15,28.0442797,267.78,409.15,28.1937691,267.78,409.15,26.6958034,270.07,409.15,26.7842001,270.07,409.15,27.8156087,270.07,409.15
112009,22.2947399,267.78,409.15,22.0595842,267.78,409.15,22.2333059,267.78,409.15,22.0705058,267.78,409.15,22.2056606,267.78,409.15,20.8554778,270.07,409.15,21.4636744,263.39,409.15,20.5213451,270.07,409.15,20.3967706,270.07,409.15,20.4203203,270.07,409.15,21.9926894,267.78,409.15,22.0213586,267.78,409.15,22.1711893,267.78,409.15,20.5687858,270.07,409.15,20.6568412,270.07,409.15,21.6885911,270.07,409.15
112010,19.4390828,267.78,409.15,19.2042684,267.78,409.15,19.3779901,267.78,409.15,19.21519,267.78,409.15,19.3503448,267.78,409.15,18.1714946,270.07,409.15,18.7810564,263.39,409.15,17.8373619,270.07,409.15,17.7127874,270.07,409.15,17.7359958,270.07,409.15,19.1370323,267.78,409.15,19.1660428,267.78,409.15,19.3158735,267.78,409.15,17.8848026,270.07,409.15,17.972858,270.07,409.15,19.0042666,270.07,409.15
112011,19.3984681,267.78,409.15,19.1633124,267.78,409.15,19.3370341,267.78,409.15,19.174234,267.78,409.15,19.3093888,267.78,409.15,18.0100597,270.07,409.15,18.6196215,263.39,409.15,17.675927,270.07,409.15,17.5513525,270.07,409.15,17.5745609,270.07,409.15,19.0960763,267.78,409.15,19.1250868,267.78,409.15,19.2749175,267.78,409.15,17.7230264,270.07,409.15,17.8114231,270.07,409.15,18.8428317,270.07,409.15
112012,18.9373718,267.78,409.15,18.7022161,267.78,409.15,18.8759378,267.78,409.15,18.7131377,267.78,409.15,18.8486338,267.78,409.15,17.4554472,270.07,409.15,18.0653503,263.39,409.15,17.1213145,270.07,409.15,16.99674,270.07,409.15,17.0199484,270.07,409.15,18.6353213,267.78,409.15,18.6643318,267.78,409.15,18.8138212,267.78,409.15,17.1684139,270.07,409.15,17.2568106,270.07,409.15,18.2882192,270.07,409.15
112013,19.0223555,267.78,409.15,18.7871998,267.78,409.15,18.9609215,267.78,409.15,18.7981214,267.78,409.15,18.9332762,267.78,409.15,17.9124479,270.07,409.15,18.5220097,263.39,409.15,17.5783152,270.07,409.15,17.4537407,270.07,409.15,17.4769491,270.07,409.15,18.7199637,267.78,409.15,18.7489742,267.78,409.15,18.8988049,267.78,409.15,17.6257559,270.07,409.15,17.7138113,270.07,409.15,18.7455612,270.07,409.15
112014,19.1697971,267.78,409.15,18.9349827,267.78,409.15,19.1087044,267.78,409.15,18.9459043,267.78,409.15,19.0810591,267.78,409.15,18.1049411,270.07,409.15,18.7145029,263.39,409.15,17.7708084,270.07,409.15,17.6462339,270.07,409.15,17.6694423,270.07,409.15,18.8677466,267.78,409.15,18.8967571,267.78,409.15,19.0462465,267.78,409.15,17.8182491,270.07,409.15,17.9063045,270.07,409.15,18.9377131,270.07,409.15
112015,19.5305512,267.78,409.15,19.2957368,267.78,409.15,19.4694585,267.78,409.15,19.3066584,267.78,409.15,19.4418132,267.78,409.15,18.5247401,270.07,409.15,19.1353258,263.39,409.15,18.1906074,270.07,409.15,18.0660329,270.07,409.15,18.0892413,270.07,409.15,19.2285007,267.78,409.15,19.2575112,267.78,409.15,19.4070006,267.78,409.15,18.2380481,270.07,409.15,18.3261035,270.07,409.15,19.3578534,270.07,409.15
112016,25.7585936,267.78,409.15,25.5234379,267.78,409.15,25.6971596,267.78,409.15,25.5343595,267.78,409.15,25.6698556,267.78,409.15,24.0783737,270.07,409.15,24.6889594,263.39,409.15,23.744241,270.07,409.15,23.6196665,270.07,409.15,23.6428749,270.07,409.15,25.4565431,267.78,409.15,25.4852123,267.78,409.15,25.635043,267.78,409.15,23.7916817,270.07,409.15,23.8797371,270.07,409.15,24.911487,270.07,409.15
112017,28.4975261,267.78,409.15,28.2627117,267.78,409.15,28.4364334,267.78,409.15,28.2736333,267.78,409.15,28.4087881,267.78,409.15,27.1678213,270.07,409.15,27.778407,263.39,409.15,26.8336886,270.07,409.15,26.7091141,270.07,409.15,26.7323225,270.07,409.15,28.1954756,267.78,409.15,28.2244861,267.78,409.15,28.3739755,267.78,409.15,26.880788,270.07,409.15,26.9691847,270.07,409.15,28.0005933,270.07,409.15
112018,28.7139103,267.78,409.15,28.4790959,267.78,409.15,28.6528176,267.78,409.15,28.4900175,267.78,409.15,28.6251723,267.78,409.15,27.4193594,270.07,409.15,28.0299451,263.39,409.15,27.0852267,270.07,409.15,26.9606522,270.07,409.15,26.9838606,270.07,409.15,28.4118598,267.78,409.15,28.4408703,267.78,409.15,28.5903597,267.78,409.15,27.1323261,270.07,409.15,27.2207228,270.07,409.15,28.2521314,270.07,409.15
112019,28.7108386,267.78,409.15,28.4756829,267.78,409.15,28.6497459,267.78,409.15,28.4866045,267.78,409.15,28.6221006,267.78,409.15,27.4408613,270.07,409.15,28.051447,263.39,409.15,27.1067286,270.07,409.15,26.9821541,270.07,409.15,27.0053625,270.07,409.15,28.4087881,267.78,409.15,28.4377986,267.78,409.15,28.587288,267.78,409.15,27.153828,270.07,409.15,27.2422247,270.07,409.15,28.2736333,270.07,409.15
112020,67.1275666,267.78,409.15,28.4531571,267.78,409.15,28.6272201,267.78,409.15,28.46442,267.78,409.15,28.5995748,267.78,409.15,27.4384722,270.07,409.15,28.0493992,263.39,409.15,27.1043395,270.07,409.15,26.979765,270.07,409.15,27.0033147,270.07,409.15,28.3862623,267.78,409.15,28.4152728,267.78,409.15,28.5647622,267.78,409.15,27.1517802,270.07,409.15,27.2398356,270.07,409.15,28.2715855,270.07,409.15
112021,85.0738032,267.78,409.15,28.4504267,267.78,409.15,28.6241484,267.78,409.15,28.4613483,267.78,409.15,28.5968444,267.78,409.15,27.3726013,270.07,409.15,27.9773849,263.39,409.15,27.0384686,270.07,409.15,26.9138941,270.07,409.15,26.9371025,270.07,409.15,28.3835319,267.78,409.15,28.4122011,267.78,409.15,28.5620318,267.78,409.15,27.085568,270.07,409.15,27.1739647,270.07,409.15,28.2053733,270.07,409.15
112022,28.4630548,267.78,409.15,28.2282404,267.78,409.15,28.4019621,267.78,409.15,28.239162,267.78,409.15,28.3743168,267.78,409.15,27.2094599,270.07,409.15,27.8145848,263.39,409.15,26.8753272,270.07,409.15,26.7507527,270.07,409.15,26.7739611,270.07,409.15,28.1610043,267.78,409.15,28.1900148,267.78,409.15,28.3395042,267.78,409.15,26.9224266,270.07,409.15,27.0108233,270.07,409.15,28.0422319,270.07,409.15
112023,28.3046916,267.78,409.15,28.0695359,267.78,409.15,28.2432576,267.78,409.15,28.0804575,267.78,409.15,28.2159536,267.78,409.15,27.0896636,270.07,409.15,27.6859147,263.39,409.15,26.7555309,270.07,409.15,26.6309564,270.07,409.15,26.6541648,270.07,409.15,28.0026411,267.78,409.15,28.0313103,267.78,409.15,28.181141,267.78,409.15,26.8029716,270.07,409.15,26.891027,270.07,409.15,27.9224356,270.07,409.15
112024,28.1104919,267.78,409.15,27.8756775,267.78,409.15,28.0493992,267.78,409.15,27.8865991,267.78,409.15,28.0217539,267.78,409.15,26.9678195,270.07,409.15,27.5640706,263.39,409.15,26.6336868,270.07,409.15,26.5091123,270.07,409.15,26.5323207,270.07,409.15,27.8084414,267.78,409.15,27.8374519,267.78,409.15,27.9869413,267.78,409.15,26.6807862,270.07,409.15,26.7691829,270.07,409.15,27.8005915,270.07,409.15
112101,27.8005915,267.78,409.15,27.5654358,267.78,409.15,27.7391575,267.78,409.15,27.5763574,267.78,409.15,27.7115122,267.78,409.15,26.174297,270.07,409.15,26.7712307,263.39,409.15,25.8401643,270.07,409.15,25.7155898,270.07,409.15,25.7387982,270.07,409.15,27.498541,267.78,409.15,27.5272102,267.78,409.15,27.6770409,267.78,409.15,25.887605,270.07,409.15,25.9756604,270.07,409.15,27.007069,270.07,409.15
112102,27.4193594,267.78,409.15,27.1842037,267.78,409.15,27.3579254,267.78,409.15,27.1951253,267.78,409.15,27.3306214,267.78,409.15,26.0009166,270.07,409.15,26.5978503,263.39,409.15,25.6667839,270.07,409.15,25.5422094,270.07,409.15,25.5654178,270.07,409.15,27.1173089,267.78,409.15,27.1459781,267.78,409.15,27.2958088,267.78,409.15,25.7138833,270.07,409.15,25.80228,270.07,409.15,26.8336886,270.07,409.15
112103,27.0903462,267.78,409.15,26.8555318,267.78,409.15,27.0292535,267.78,409.15,26.8664534,267.78,409.15,27.0016082,267.78,409.15,25.7876041,270.07,409.15,26.3848791,263.39,409.15,25.4534714,270.07,409.15,25.3288969,270.07,409.15,25.3521053,270.07,409.15,26.7882957,267.78,409.15,26.8173062,267.78,409.15,26.9671369,267.78,409.15,25.5009121,270.07,409.15,25.5889675,270.07,409.15,26.6203761,270.07,409.15
112104,27.1309609,267.78,409.15,26.8961465,267.78,409.15,27.0698682,267.78,409.15,26.9070681,267.78,409.15,27.0422229,267.78,409.15,25.7770238,270.07,409.15,26.3742988,263.39,409.15,25.4428911,270.07,409.15,25.3183166,270.07,409.15,25.341525,270.07,409.15,26.8289104,267.78,409.15,26.8579209,267.78,409.15,27.0074103,267.78,409.15,25.4899905,270.07,409.15,25.5783872,270.07,409.15,26.6097958,270.07,409.15
112105,27.5490534,267.78,409.15,27.3138977,267.78,409.15,27.4876194,267.78,409.15,27.3248193,267.78,409.15,27.4599741,267.78,409.15,26.1524538,270.07,409.15,26.7493875,263.39,409.15,25.8183211,270.07,409.15,25.6937466,270.07,409.15,25.716955,270.07,409.15,27.2466616,267.78,409.15,27.2756721,267.78,409.15,27.4255028,267.78,409.15,25.8654205,270.07,409.15,25.9538172,270.07,409.15,26.9852258,270.07,409.15
112106,27.8429127,267.78,409.15,27.607757,267.78,409.15,27.7814787,267.78,409.15,27.6186786,267.78,409.15,27.7538334,267.78,409.15,26.5207165,270.07,409.15,27.1173089,263.39,409.15,26.1865838,270.07,409.15,26.0620093,270.07,409.15,26.0852177,270.07,409.15,27.5408622,267.78,409.15,27.5695314,267.78,409.15,27.7193621,267.78,409.15,26.2336832,270.07,409.15,26.3220799,270.07,409.15,27.3534885,270.07,409.15
112107,27.9026402,267.78,409.15,27.6678258,267.78,409.15,27.8415475,267.78,409.15,27.6787474,267.78,409.15,27.8139022,267.78,409.15,26.3398275,270.07,409.15,26.9367612,263.39,409.15,26.0056948,270.07,409.15,25.8811203,270.07,409.15,25.9043287,270.07,409.15,27.6005897,267.78,409.15,27.6296002,267.78,409.15,27.7790896,267.78,409.15,26.0531355,270.07,409.15,26.1411909,270.07,409.15,27.1729408,270.07,409.15
112108,27.7685093,267.78,409.15,27.5333536,267.78,409.15,27.7070753,267.78,409.15,27.5442752,267.78,409.15,27.67943,267.78,409.15,24.4991966,270.07,409.15,25.0978368,263.39,409.15,24.1650639,270.07,409.15,24.0404894,270.07,409.15,24.0636978,270.07,409.15,27.4664588,267.78,409.15,27.495128,267.78,409.15,27.6449587,267.78,409.15,24.2121633,270.07,409.15,24.30056,270.07,409.15,25.3319686,270.07,409.15
112109,22.4565161,267.78,409.15,22.2217017,267.78,409.15,22.3954234,267.78,409.15,22.2326233,267.78,409.15,22.3677781,267.78,409.15,19.5568313,270.07,409.15,20.1619562,263.39,409.15,19.2226986,270.07,409.15,19.0981241,270.07,409.15,19.1213325,270.07,409.15,22.1544656,267.78,409.15,22.1834761,267.78,409.15,22.3329655,267.78,409.15,19.269798,270.07,409.15,19.3581947,270.07,409.15,20.3896033,270.07,409.15
112110,20.3326062,267.78,409.15,20.0977918,267.78,409.15,20.2715135,267.78,409.15,20.1087134,267.78,409.15,20.2438682,267.78,409.15,17.419952,270.07,409.15,18.0281486,263.39,409.15,17.0858193,270.07,409.15,16.9612448,270.07,409.15,16.9847945,270.07,409.15,20.0305557,267.78,409.15,20.0595662,267.78,409.15,20.2090556,267.78,409.15,17.13326,270.07,409.15,17.2213154,270.07,409.15,18.2530653,270.07,409.15
112111,20.2844829,267.78,409.15,20.0496685,267.78,409.15,20.2233902,267.78,409.15,20.0605901,267.78,409.15,20.1957449,267.78,409.15,17.1008365,270.07,409.15,17.7093744,263.39,409.15,16.7667038,270.07,409.15,16.6421293,270.07,409.15,16.6653377,270.07,409.15,19.9824324,267.78,409.15,20.0114429,267.78,409.15,20.1609323,267.78,409.15,16.8138032,270.07,409.15,16.9021999,270.07,409.15,17.9336085,270.07,409.15
112112,20.2510355,267.78,409.15,20.0158798,267.78,409.15,20.1896015,267.78,409.15,20.0268014,267.78,409.15,20.1619562,267.78,409.15,16.65544,270.07,409.15,17.2643192,263.39,409.15,16.3213073,270.07,409.15,16.1963915,270.07,409.15,16.2199412,270.07,409.15,19.948985,267.78,409.15,19.9776542,267.78,409.15,20.1274849,267.78,409.15,16.3684067,270.07,409.15,16.4564621,270.07,409.15,17.488212,270.07,409.15
112113,20.2530833,267.78,409.15,20.0182689,267.78,409.15,20.1919906,267.78,409.15,20.0291905,267.78,409.15,20.1643453,267.78,409.15,16.7073176,270.07,409.15,17.3165381,263.39,409.15,16.3731849,270.07,409.15,16.2486104,270.07,409.15,16.2721601,270.07,409.15,19.9510328,267.78,409.15,19.9800433,267.78,409.15,20.129874,267.78,409.15,16.4206256,270.07,409.15,16.508681,270.07,409.15,17.5404309,270.07,409.15
112114,20.0380643,267.78,409.15,19.8032499,267.78,409.15,19.9769716,267.78,409.15,19.8141715,267.78,409.15,19.9493263,267.78,409.15,17.3523746,270.07,409.15,17.9605712,263.39,409.15,17.0182419,270.07,409.15,16.8936674,270.07,409.15,16.9168758,270.07,409.15,19.7360138,267.78,409.15,19.7650243,267.78,409.15,19.9145137,267.78,409.15,17.0656826,270.07,409.15,17.153738,270.07,409.15,18.1851466,270.07,409.15
112115,20.9998477,267.78,409.15,20.7650333,267.78,409.15,20.938755,267.78,409.15,20.7759549,267.78,409.15,20.9111097,267.78,409.15,18.8919789,270.07,409.15,19.4977864,263.39,409.15,18.5575049,270.07,409.15,18.4329304,270.07,409.15,18.4564801,270.07,409.15,20.6977972,267.78,409.15,20.7268077,267.78,409.15,20.8762971,267.78,409.15,18.6049456,270.07,409.15,18.693001,270.07,409.15,19.7247509,270.07,409.15
112116,25.90467,267.78,409.15,25.6698556,267.78,409.15,25.8435773,267.78,409.15,25.6807772,267.78,409.15,25.815932,267.78,409.15,22.8961105,270.07,409.15,23.4964572,263.39,409.15,22.5619778,270.07,409.15,22.4374033,270.07,409.15,22.4606117,270.07,409.15,25.6026195,267.78,409.15,25.63163,267.78,409.15,25.7814607,267.78,409.15,22.6090772,270.07,409.15,22.6974739,270.07,409.15,23.7288825,270.07,409.15
112117,28.358617,267.78,409.15,28.1234613,267.78,409.15,28.297183,267.78,409.15,28.1343829,267.78,409.15,28.269879,267.78,409.15,27.1217458,270.07,409.15,27.7176556,263.39,409.15,26.7876131,270.07,409.15,26.6630386,270.07,409.15,26.686247,270.07,409.15,28.0565665,267.78,409.15,28.0852357,267.78,409.15,28.2350664,267.78,409.15,26.8347125,270.07,409.15,26.9231092,270.07,409.15,27.9545178,270.07,409.15
112118,28.3531562,267.78,409.15,28.1180005,267.78,409.15,28.2917222,267.78,409.15,28.1289221,267.78,409.15,28.2640769,267.78,409.15,27.1739647,270.07,409.15,27.7698745,263.39,409.15,26.839832,270.07,409.15,26.7152575,270.07,409.15,26.7384659,270.07,409.15,28.0511057,267.78,409.15,28.0797749,267.78,409.15,28.2296056,267.78,409.15,26.8869314,270.07,409.15,26.9753281,270.07,409.15,28.0067367,270.07,409.15
112119,28.3528149,267.78,409.15,28.1180005,267.78,409.15,28.2917222,267.78,409.15,28.1289221,267.78,409.15,28.2640769,267.78,409.15,27.1848863,270.07,409.15,27.7807961,263.39,409.15,26.8507536,270.07,409.15,26.7261791,270.07,409.15,26.7493875,270.07,409.15,28.0507644,267.78,409.15,28.0797749,267.78,409.15,28.2292643,267.78,409.15,26.8981943,270.07,409.15,26.9862497,270.07,409.15,28.0176583,270.07,409.15
112120,28.3504258,267.78,409.15,28.1156114,267.78,409.15,28.2893331,267.78,409.15,28.126533,267.78,409.15,28.2616878,267.78,409.15,27.2002448,270.07,409.15,27.7964959,263.39,409.15,26.8661121,270.07,409.15,26.7415376,270.07,409.15,26.7650873,270.07,409.15,28.0483753,267.78,409.15,28.0773858,267.78,409.15,28.2272165,267.78,409.15,26.9135528,270.07,409.15,27.0016082,270.07,409.15,28.0333581,270.07,409.15
112121,28.3487193,267.78,409.15,28.1135636,267.78,409.15,28.2872853,267.78,409.15,28.1244852,267.78,409.15,28.25964,267.78,409.15,27.2080947,270.07,409.15,27.8040045,263.39,409.15,26.873962,270.07,409.15,26.7493875,270.07,409.15,26.7725959,270.07,409.15,28.0466688,267.78,409.15,28.075338,267.78,409.15,28.2251687,267.78,409.15,26.9210614,270.07,409.15,27.0094581,270.07,409.15,28.0408667,270.07,409.15
112122,28.3456476,267.78,409.15,28.1104919,267.78,409.15,28.2842136,267.78,409.15,28.1214135,267.78,409.15,28.2565683,267.78,409.15,27.1944427,270.07,409.15,27.7906938,263.39,409.15,26.86031,270.07,409.15,26.7357355,270.07,409.15,26.7592852,270.07,409.15,28.0435971,267.78,409.15,28.0722663,267.78,409.15,28.222097,267.78,409.15,26.9077507,270.07,409.15,26.9958061,270.07,409.15,28.027556,270.07,409.15
112123,28.2985482,267.78,409.15,28.0637338,267.78,409.15,28.2374555,267.78,409.15,28.0746554,267.78,409.15,28.2098102,267.78,409.15,27.075329,270.07,409.15,27.6715801,263.39,409.15,26.7411963,270.07,409.15,26.6166218,270.07,409.15,26.6398302,270.07,409.15,27.9964977,267.78,409.15,28.0255082,267.78,409.15,28.1749976,267.78,409.15,26.788637,270.07,409.15,26.8766924,270.07,409.15,27.908101,270.07,409.15
112124,27.8326737,267.78,409.15,27.597518,267.78,409.15,27.7712397,267.78,409.15,27.6084396,267.78,409.15,27.7439357,267.78,409.15,26.6859057,270.07,409.15,27.2821568,263.39,409.15,26.351773,270.07,409.15,26.2271985,270.07,409.15,26.2504069,270.07,409.15,27.5306232,267.78,409.15,27.5592924,267.78,409.15,27.7091231,267.78,409.15,26.3988724,270.07,409.15,26.4872691,270.07,409.15,27.5186777,270.07,409.15
112201,26.9483654,267.78,409.15,26.713551,267.78,409.15,26.8872727,267.78,409.15,26.7244726,267.78,409.15,26.8596274,267.78,409.15,25.9261719,270.07,409.15,26.5234469,263.39,409.15,25.5920392,270.07,409.15,25.4674647,270.07,409.15,25.4906731,270.07,409.15,26.6463149,267.78,409.15,26.6753254,267.78,409.15,26.8251561,267.78,409.15,25.6391386,270.07,409.15,25.7275353,270.07,409.15,26.7589439,270.07,409.15
112202,27.1063873,267.78,409.15,26.8712316,267.78,409.15,27.0449533,267.78,409.15,26.8821532,267.78,409.15,27.0176493,267.78,409.15,26.1142282,270.07,409.15,26.7111619,263.39,409.15,25.7800955,270.07,409.15,25.655521,270.07,409.15,25.6787294,270.07,409.15,26.8043368,267.78,409.15,26.833006,267.78,409.15,26.9828367,267.78,409.15,25.8271949,270.07,409.15,25.9155916,270.07,409.15,26.9470002,270.07,409.15
112203,27.109459,267.78,409.15,26.8743033,267.78,409.15,27.0483663,267.78,409.15,26.8855662,267.78,409.15,27.020721,267.78,409.15,26.1398257,270.07,409.15,26.7367594,263.39,409.15,25.805693,270.07,409.15,25.6811185,270.07,409.15,25.7043269,270.07,409.15,26.8074085,267.78,409.15,26.836419,267.78,409.15,26.9859084,267.78,409.15,25.8527924,270.07,409.15,25.9411891,270.07,409.15,26.9725977,270.07,409.15
112204,26.9650891,267.78,409.15,26.7302747,267.78,409.15,26.9039964,267.78,409.15,26.7411963,267.78,409.15,26.8763511,267.78,409.15,26.071907,270.07,409.15,26.6688407,263.39,409.15,25.7377743,270.07,409.15,25.6131998,270.07,409.15,25.6364082,270.07,409.15,26.6630386,267.78,409.15,26.6920491,267.78,409.15,26.8415385,267.78,409.15,25.7848737,270.07,409.15,25.8732704,270.07,409.15,26.904679,270.07,409.15
112205,27.2784025,267.78,409.15,27.0435881,267.78,409.15,27.2173098,267.78,409.15,27.0545097,267.78,409.15,27.1896645,267.78,409.15,26.3360732,270.07,409.15,26.9326656,263.39,409.15,26.0019405,270.07,409.15,25.877366,270.07,409.15,25.9005744,270.07,409.15,26.976352,267.78,409.15,27.0053625,267.78,409.15,27.1551932,267.78,409.15,26.0490399,270.07,409.15,26.1374366,270.07,409.15,27.1688452,270.07,409.15
112206,27.6381327,267.78,409.15,27.402977,267.78,409.15,27.5766987,267.78,409.15,27.4138986,267.78,409.15,27.5490534,267.78,409.15,26.4169613,270.07,409.15,27.0135537,263.39,409.15,26.0828286,270.07,409.15,25.9579128,270.07,409.15,25.9814625,270.07,409.15,27.3357409,267.78,409.15,27.3647514,267.78,409.15,27.5145821,267.78,409.15,26.129928,270.07,409.15,26.2179834,270.07,409.15,27.2497333,270.07,409.15
